Name,Year,ProgramName,Discipline,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,,,,,,,
e59983701a5990950d733a046aa0d761,1821,M.Tech,Materials Science & Engineering, MSE 626 , MSE 628  , MSE 699 , CH 632 ,,,,,,,,,,,,
9871b23c6745e08ed0c8f7f83cd4a21e,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
d66b4d059aa80e8ed6f495ad03c26227,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,,
44c62eea5931d9fb552efddc14553c33,1831,Ph.D,Materials Science & Engineering, IN 791, MSE 628  , IN 791 , FP 602 ,,,,,,,,,,,,
dbe8de397e134488f11a345c567e4ffc,1721,M.Tech,Biological Engineering, BE 699 ,,,,,,,,,,,,,,,
0cc4f67064c20e6cf250b42bc72a10cc,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
fb86e66c937b838c8e01be3815d54f4d,1511,B.Tech,Electrical Engineering, HS 635 , HS 104(R) ,,,,,,,,,,,,,,
d84e944ef12bd1f70e252b20bcc1e17d,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,,
8e9b96253950f153ae518d230a143d71,1631,Ph.D,Earth Sciences, EH 602 , HS 642 , FP 602 ,,,,,,,,,,,,,
8fa4c6e734ed8d98d1fc2dac0d1286dc,1721,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
ba0d97b226f345889e34c3b4eadd2543,1511,B.Tech,Chemical Engineering, ES 631 , ME 606 , ES 632 ,,,,,,,,,,,,,
fdb84cef2a35952bd2ccdce1abbbf520,1721,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
4eb141f2aceeae89a92d05968644aa59,1821,M.Tech,Electrical Engineering, MA 602 , EE 699 , EE 651 , ES 215 ,,,,,,,,,,,,
f06daeabb151837bf819457d7dcdb686,1411,B.Tech,Mechanical Engineering, ES 105 , PH 101 , CH 491 , HS 491 ,,,,,,,,,,,,
e90dea7b9f18f7a3a762d609e681a17e,1511,B.Tech,Electrical Engineering, CH 301 , ES 615 , MA 501 , MS 406 , ES 214 , BE 402 , CS 327 ,,,,,,,,,
a154a0ed933c11f41e5505d63a9a49e5,1711,B.Tech,Mechanical Engineering, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , MS 204 , MS 304 ,,,,,,,,,
bf69b1daaec74acf2cd9364d3d4b1ffa,1831,Ph.D,Biological Engineering, IN 792 , BE 798 , BE 691 , BE 601 , IN 791 , FP 602 ,,,,,,,,,,
fdc3bb6cbdceda72928473ed7aed1fa2,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
5f494427ba4c70ed538e1ce6dc3176da,1411,B.Tech,Chemical Engineering, CH 301 , CL 321 , CL 422 , BE 402 ,,,,,,,,,,,,
0e001ef7d8702a9304de71e6fa53e85d,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
46b2217072b2535444a0fd6aa102eacc,1721,M.Tech,Electrical Engineering, EE 699 ,,,,,,,,,,,,,,,
e36c7507f9981e89543d139ca7ec01c9,1721,M.Tech,Comp Science & Engg, CS 699 ,,,,,,,,,,,,,,,
75d42c73aa1b5f3a9fc21f5e596cdb10,1511,B.Tech,Chemical Engineering, CH 301 , HS 635 , MS 204 , HS 514 , HS 104(R) ,,,,,,,,,,,
93f648a59e27a1f48632d4efd61af878,1611,B.Tech,Chemical Engineering, CL 321 , CL 352 , CL 422 , CL 424  , CL 602 ,,,,,,,,,,,
b2ad5c473b94426ac6c395e27914e55f,1821,M.Tech,Biological Engineering, CH 629 , HS 201 , BE 608 , BE 605 , BE 699 , MA 632 ,,,,,,,,,,
953e2fb570311ebfb69a8d11fc4f23b7,1511,B.Tech,Chemical Engineering, CL 321 , PH 101 ,,,,,,,,,,,,,,
bc78c118efeb4c33c9102a31e537b31c,1735,Ph.D,Mechanical Engineering, ME 605 , ME 628 , ME 799 ,,,,,,,,,,,,,
6698400645e50d403b2b20415c6350fe,1751,M.Sc,Physics, PH 507 , PH 607 , PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 ,,,,,,,,,,
ec354d7a3ea0fba689d2d87d466b069b,1751,M.Sc,Mathematics, MA 602 , MA 599 , FP 602 ,,,,,,,,,,,,,
bb7f2bd41b1d15e59a80c7e0593cf6a5,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
1c1bd5b8d2fd9899f288f67a1e4eab92,1611,B.Tech,Mechanical Engineering, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , CH 517 ,,,,,,,,,,
330c3f85f35fbf533136ce5d61361a5c,1751,M.Sc,Cognitive Sciences, CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,,,,,,,,,
e9fa8011529440e1067fb2ae4b993794,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , HS 201 , MA 202 , MS 204 , HS 104(R) ,ES 216,,,,,,,,,
90ab871937599e4c392eab132aa309df,1852,M.A,Humanities and Social Science, HS 644 , HS 599(A) , CG 604, HS 513 , HS 517 , FP 602 ,,,,,,,,,,
725e1703ced4da90eb6afa467f297e8e,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
b69bdd4545a31441eff20983744e2912,1821,M.Tech,Electrical Engineering, EE 611 , ES 615 , ES 616 , MA 502 , EE 651 , HS 223 ,,,,,,,,,,
3aa4907f6bf39b7724f33bca2de11eb8,1611,B.Tech,Materials Science & Engineering, IN 302 , MSE 630 , MSE 352 , MSE 399 , MSE 307 , MSE 302(N) , HS 422,,,,,,,,,
6607fcac80ee7e9c69d7c4a5bcc49194,1431,Ph.D,Earth Sciences, EH 799 ,,,,,,,,,,,,,,,
f2ea69b56cdcae0a282bfd891fbd7ec0,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
dca8f4183bc75cb12a0c37e34420d670,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
54773562129087ae5bcd5eb706160dce,1821,M.Tech,Earth System Science, EH 602 , EH 699 , ES 652 , MA 632 , EH 302 , EH 301 ,,,,,,,,,,
4d9ba78de39c96a8f9a1d68b93f48fd8,1431,Ph.D,Physics, PH 799 ,,,,,,,,,,,,,,,
07a5b0c6161c24fc18751d3eee4047b0,1451,Ph.D,Physics, PH 799 ,,,,,,,,,,,,,,,
c65fb4d64eb4dc4280fb2d16029133e8,1511,B.Tech,Materials Science & Engineering, ES 105 , HS 201 , HS 406 , MSE 309 , HS 513 ,,,,,,,,,,,
e682ebace243af71074e8b427b002d27,1725,M.Tech,Biological Engineering, BE 608 , BE 699 ,,,,,,,,,,,,,,
8a159bf46cf47a5d28295bbe9f5ee082,1431,Ph.D,Comp Science & Engg, CS 799 ,,,,,,,,,,,,,,,
4182cb748a742a2204c733eddd043604,1511,B.Tech,Materials Science & Engineering, HS 103 , HS 104(R) ,,,,,,,,,,,,,,
168e594995ca02beb630d4592cf5b4bb,1511,B.Tech,Mechanical Engineering, IN 302 , ES 632 , HS 508 , BE 608 , BE 402 ,,,,,,,,,,,
a0f6604d947fcb035d5fdda63444b5a1,1631,Ph.D,Humanities and Social Science, HSS 799 ,,,,,,,,,,,,,,,
11396f4beb010beb78c97e3446d0c079,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
cfacab4ee7d0833bb6b2504dc5e9fb10,1821,M.Tech,Mechanical Engineering, ES 631 , MA 602 , ME 626 , ME 699 ,,,,,,,,,,,,
6b5ab999a0efa5a8155ced5bb16d430a,1611,B.Tech,Civil Engineering, CE 304 , CE 305 , CE 306 , CE 307 , CH 301 , HS 112 , CE 309 , BE 402 ,,,,,,,,
e42e613c5f4566f5c47f6018630de12b,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
acd7e7540727fce7ec635a39b80c6b00,1831,Ph.D,Civil Engineering, CL 324 , ES 622 , MA 602 , CE 798 ,,,,,,,,,,,,
0ca6f5463eecc53a94aca930e43f546e,1751,M.Sc,Cognitive Sciences, CG 599B , CG 601 , CG 599C , CG 599A , CG 599D , FP 602 ,,,,,,,,,,
374f1e9d6d834ee36cf66efdfc8f0fa8,1825,M.Tech,Mechanical Engineering, ES 615 , MA 602 , ME 626 , ME 699 ,,,,,,,,,,,,
2dee3c35392b4dcec7eb1a8c18f4c4f7,1411,B.Tech,Chemical Engineering, CH 301 , ES 212 , HS 508 , HS 514 , HS 515 , BE 402 ,,,,,,,,,,
ab0b303dbba10c41fa0a7ece8c1fdf59,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
49eba35f281b5e22cdd7f321b4872a38,1751,M.Sc,Cognitive Sciences, HS 406 , CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,,,,,,,,
41e0a450112ead8c207a8c1eac54a624,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
5366a25e3ff3ebdf297161f2bfd130e0,1851,M.Sc,Chemistry, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,,,,,,,,
ee52c29569ef735c04bccea3563ce9ca,1711,B.Tech,Chemical Engineering, CL 251 , ES 202 , ES 212 , ES 221 , HS 201 , MA 202 ,,,,,,,,,,
8323e2e111c948cc730dde5b2354dd1e,1411,B.Tech,Electrical Engineering, EE 333 , EE 341 , ES 332 , HS 631 , HS 507,,,,,,,,,,,
fdb0e367f574d2cdc9f972b4a81b604c,1351,Ph.D,Mathematics, IN 791, MA 625 , MA 629 , IN 791 ,,,,,,,,,,,,
867176f25be40365140191d20085f5c9,1821,M.Tech,Civil Engineering, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,,,,,,,,
f4d9c373540ae039ba8032640613fe5e,1721,M.Tech,Materials Science & Engineering, MSE 699 ,,,,,,,,,,,,,,,
7e43a0ed7c0028f4390e6a1b76a51a15,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
2549f3caadf96a29bb5a72a4441ab947,1511,B.Tech,Civil Engineering, CE 402 , CE 631 , ES 652 ,,,,,,,,,,,,,
52684ffa707355cd2d0d4ae55c031702,1821,M.Tech,Materials Science & Engineering, MSE 626 , MSE 628  , CH 517 , CH 632 , MS 304 ,,,,,,,,,,,
716383ba02968e45e96f8bbb47c939e3,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
516c36f4af343513a362394f14962e6b,1721,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
c5c82b67db338e566c2de8ec0164ebd5,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,,
1e9a84189343c67a00e4ab50c0d4c9aa,1531,Ph.D,Mathematics, MA 799 ,,,,,,,,,,,,,,,
0ab7d592bb6447762b88b727fca69672,1611,B.Tech,Comp Science & Engg, HS 508 , MS 204 ,,,,,,,,,,,,,,
aed589522d9535a49ed3ecae7331fbcd,1511,B.Tech,Mechanical Engineering, HS 507, HS 513 , ES 648 ,,,,,,,,,,,,,
50c006a6d54e6435c374efcb1cc9ee91,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
161046dfeeccc55f0b93d7a16fc4c534,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
72246a9e6aaf2cdc791f8ecaf62554eb,1725,M.Tech,Materials Science & Engineering, MSE 699 ,,,,,,,,,,,,,,,
4f4b3ae8433a01520ca9e4e4987ec34e,1721,M.Tech,Materials Science & Engineering, MSE 699 ,,,,,,,,,,,,,,,
84fbddd3ee270f76c602e12f41ea1006,1825,M.Tech,Electrical Engineering, EE 609 , ES 615 , MA 602 , EE 699 , ES 641 ,,,,,,,,,,,
810a77edf661d74a82cf02ad9db04f7f,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
bed69923f1f1ca22f38555bebe8a8664,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
ab8ab2a68403d79239148695f96c0a59,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
d6ec8d0af45a91d8fb4f843b28f4e918,1831,Ph.D,Materials Science & Engineering, MSE 628  , IN 791, IN 791 , FP 602 ,,,,,,,,,,,,
46a38d4fb23eabe04cb305c66bdb94e9,1631,Ph.D,Chemistry, CH 622 , CH 799 , HS 104(R) ,,,,,,,,,,,,,
c54c5792d9130a3c554d1f834214fda3,1631,Ph.D,Chemical Engineering, CL 799 ,,,,,,,,,,,,,,,
f5db3281a3298b9ceec815e313006cc2,1851,M.Sc,Cognitive Sciences, HS 648 , CG 501 , CG 506 , CG 507 , IN 792 , FP 602 , HS 421 ,,,,,,,,,
5b08b6db9dc79971334d2e9feb6eb59c,1611,B.Tech,Comp Science & Engg, HS 111 , HS 508 , HS 104(R) ,,,,,,,,,,,,,
5d84838ea9ac4b93e5224066078813a5,1611,B.Tech,Electrical Engineering, EE 333 , EE 341 , ES 332 , HS 631 , HS 635 , MS 204 , ES 215 ,,,,,,,,,
f1f7990d837b926680dae0db3eae1bee,1751,M.Sc,Physics, PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 ,,,,,,,,,,,
f3cbf43216a9c0baca5170c53832aa45,1531,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
ca95b01ffe140a12cf0a233635595597,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
192a1789cba879f8dbe98e2b7b7ff83b,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
3b3a957e456c407d9f29a2df89ba3124,1231,Ph.D,Chemistry, IN 700 ,,,,,,,,,,,,,,,
faae19762575f42e5813220b5d6faa06,1611,B.Tech,Comp Science & Engg, HS 112 ,,,,,,,,,,,,,,,
d944ab37d1b2dd88db566587f6c6585f,1511,B.Tech,Chemical Engineering, CH 301 , CH 502 , IN 302 , BE 402 ,,,,,,,,,,,,
377e8e4387b626539c4478858988f8e1,1731,Ph.D,Biological Engineering, HS 151 , BE 799 , BE 799 ,,,,,,,,,,,,,
d4b3024917943ba9f653c866f4eb28c6,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
d6d1f2bea3834747581b05fc87d5875e,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , HS 201 , MA 202 ,ES 216,,,,,,,,,,,
45afba4c1b6511dff9f5748c12e1fb95,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 103 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,
b93b8f2b4c7195b97ef86806eb2dccd9,1611,B.Tech,Electrical Engineering, CH 301 , EE 333 , EE 341 , ES 332 , HS 631 , MA 502 ,,,,,,,,,,
fcf778930aefbfb9a7de0989abeb6118,1631,Ph.D,Humanities and Social Science, HSS 799 , MA 632 ,,,,,,,,,,,,,,
a9891b9979e69dd6c8df173ca532c468,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
a2130e266e30a42cb850caef7ad2bb6a,1825,M.Tech,Electrical Engineering, EE 611 , ES 615 , ES 616 , HS 112 ,,,,,,,,,,,,
77f55da7a270e73199d9043f59f56a66,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
66a44d9099c776da885e8edc986f7835,1852,M.A,Humanities and Social Science, HS 631 , HS 644 , HS 599(A) , HS 513 , FP 602 ,,,,,,,,,,,
399b9bf4b772e50f12cfaf782d7e43d2,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
0ee9f13f57d6f4758bc751736d2d471d,1511,B.Tech,Civil Engineering, EH 602 , ES 622 , ES 652 ,,,,,,,,,,,,,
225d1b3a2801117115a549e594d8ca80,1711,B.Tech,Comp Science & Engg, ES 301 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,,,
111a32a8c580293cb658744d48050825,1611,B.Tech,Electrical Engineering, EE 333 , EE 341 , ES 332 , HS 631 , MA 502 ,,,,,,,,,,,
838ef071e9297a7508339b6d6dc57101,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,
3c313172ea24fb7eec84709d2afa1c35,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
a7d53db65f957580759a8fada1e73e17,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , ES 301 , HS 201 , MA 202 ,,,,,,,,,
d146882e312ef68587c2ce9373bd05c4,1321,Ph.D,Chemical Engineering, CL 799 ,,,,,,,,,,,,,,,
f03dcf2554ea9b7928275adf3429ee10,1511,B.Tech,Civil Engineering, CE 402 , CE 605 , CE 631 ,,,,,,,,,,,,,
2744967efee9444042cb1c8ea183db33,1731,Ph.D,Chemical Engineering, CL 799 ,,,,,,,,,,,,,,,
b7fff5e700d0aaa6d829851dd345aa25,1631,Ph.D,Humanities and Social Science, HSS 799 ,,,,,,,,,,,,,,,
f0418c050e4c98ffc642695adbd15ae2,1721,M.Tech,Biological Engineering, BE 699 ,,,,,,,,,,,,,,,
000b57a7aef316d9cc8a2de48bb839bd,1821,M.Tech,Civil Engineering, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,,,,,,,,
695a21f8d23315ad44e4b72fb0060da5,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
3ebea75bcd06e67d884f4b5923a05c92,1721,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
273646fe7720f0efb2f9d9858ac52620,1821,M.Tech,Chemical Engineering, CL 602 , CL 604 , MA 602 , MSE 630 , CL 699 ,,,,,,,,,,,
1e0c5c3d7f276b59896811bba2bcd171,1721,M.Tech,Biological Engineering, BE 699 ,,,,,,,,,,,,,,,
29b206e87d875607003853105b613f0e,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
30bf1f484934d33b2e3c151e8a5668b6,1725,M.Tech,Mechanical Engineering, ME 699 ,,,,,,,,,,,,,,,
1fc2fab39626a84bf33da1ad12330874,1721,M.Tech,Materials Science & Engineering, MSE 699 ,,,,,,,,,,,,,,,
fedab9480e7dc3b055fb1fa7fda4ce5b,1711,B.Tech,Mechanical Engineering, ES 202 , ES 212 , ES 221 , HS 201 , MA 202 ,,,,,,,,,,,
9bc7faed8318363bbedb2f427ac94118,1825,M.Tech,Chemical Engineering, CL 602 , CL 604 , MA 602 , CL 699 ,,,,,,,,,,,,
9af0c5e1abf7ff8b3f4221804a41dd60,1631,Ph.D,Physics, PH 799 ,,,,,,,,,,,,,,,
70c74766040706f3a6ac6b7831156879,1351,Ph.D,Chemistry, CH 799 ,,,,,,,,,,,,,,,
79d57ab077fb77443b87513992bdf565,1721,M.Tech,Chemical Engineering, CL 699 ,,,,,,,,,,,,,,,
a81f6eeea5f78ecac0d747c98905e8a7,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
ba12c4a4821ef3543d91ac96d7e0c550,1611,B.Tech,Electrical Engineering, EE 333 , EE 341 , ES 301 , ES 332 , IN 302 ,,,,,,,,,,,
47a0b2683bfbc6ee2165a7c68bde4131,1711,B.Tech,Mechanical Engineering, ES 221 , ES 105 , ES 202 , ES 212 , MA 202 , CH 202 ,,,,,,,,,,
6a68d56e052a136cbccd51e03cce4d6e,1721,M.Tech,Chemical Engineering, CL 699 ,,,,,,,,,,,,,,,
9cbda28ea573b235af4395029c7314b3,1851,M.Sc,Chemistry, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,,,,,,,,
3384d6b5f3dadaa40c02172f2b0eb432,1721,M.Tech,Biological Engineering, BE 699 ,,,,,,,,,,,,,,,
8f256330b0d9bc36021a2f0573117eb1,1611,B.Tech,Chemical Engineering, CL 321 , CL 352 , CL 422 , CL 424  , MS 406 , MS 204 , MS 304 , HS 423 ,,,,,,,,
86c200f0969ce064f43ba1604b777d51,1511,B.Tech,Electrical Engineering, CH 301 , CH 502 , CH 517 , CH 399 , HS 223 , BE 402 ,,,,,,,,,,
15bd02b7039a315d2bb888a4ea659463,1851,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 ,,,,,,,,,,,,
cebcd2acce956f6587805f65545209fd,1721,M.Tech,Mechanical Engineering, ME 699 ,,,,,,,,,,,,,,,
62e0d9eaa2eea8a3088751ae816227aa,1831,Ph.D,Civil Engineering, CE 605 , CE 799 , ES 652 ,,,,,,,,,,,,,
6f05f921501c55c57d435666c0776376,1511,B.Tech,Mechanical Engineering, MS 304 , MS 406 , ME 499 , ME 640 ,,,,,,,,,,,,
ae167d8cc9f388e1783cd5412b651d95,1611,B.Tech,Chemical Engineering, CL 321 , CL 352 , CL 422 , CL 424  , HS 635 ,,,,,,,,,,,
692254235b8c1932564726ddcb51ccc1,1831,Ph.D,Mechanical Engineering, CG 601 ,,,,,,,,,,,,,,,
c6c81ef462a0aec95736c05b2694ee8b,1531,Ph.D,Biological Engineering, BE 799 ,,,,,,,,,,,,,,,
d25111ea307804aec1ada0280133067e,1511,B.Tech,Electrical Engineering, CH 301 , HS 103 , HS 111 , BE 402 ,,,,,,,,,,,,
ec383ae474668688580c93af7efbf519,1752,M.A,Humanities and Social Science, HS 599(C) , HS 599(D) , HS 517 ,,,,,,,,,,,,,
4abe09bf788ee5e4a5beb5470cf7cb96,1511,B.Tech,Chemical Engineering, CL 251 , CL 321 , ES 105 , MA 102 , PH 101 , CH 517 , HS 515 , HS 421 ,,,,,,,,
409508d047581cf49a6d765472350d89,1825,M.Tech,Civil Engineering, CE 605 , MA 602 , CE 631 , ES 652 ,,,,,,,,,,,,
a2470c9d64ed83f064e84c56735a193c,1725,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
df59d4402e652306657f5c1736c7de55,1511,B.Tech,Materials Science & Engineering, CH 301 , HS 305 , MA 202 , MS 304 , MS 406 , CH 517 , BE 402 , HS 422,,,,,,,,
0d8a05393d5c852ed9a52543420af58d,1511,B.Tech,Electrical Engineering, CH 301 , MS 304 , ES 215 , BE 402 , ES 654 ,,,,,,,,,,,
f1f4ab38e0623d12f10fc5a4bf2ac164,1421,Ph.D,Chemical Engineering, CL 799 ,,,,,,,,,,,,,,,
b3d00f82906bbd0bd4b79d2f641d6a33,1531,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
72b965bc1d68603ebc9bf9064476fef0,1821,M.Tech,Chemical Engineering, CL 602 , CL 604 , MA 602 , HS 642 , BE 699 ,,,,,,,,,,,
928b1073de24405b5a4b6a117402f300,1751,M.Sc,Physics, PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 , PH 615 , PH 614 ,,,,,,,,,,
d3536a71a099370ae74125c0077b0562,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 , FP 602 ,,,,,,,,,,
c1bd4e3ed27f805c069ec78a0b207fd1,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
99e88e0e4a2a927055c9900938357159,1511,B.Tech,Civil Engineering, CE 402 , IN 302 , PH 101 , HS 421 ,,,,,,,,,,,,
850056fbf48fb6f860524c773bd1ea0d,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , ES 301 , HS 201 , MA 202 ,ES 216,,,,,,,,,,
c9eb4edb7e69d66191fc6fe6eb25f0f8,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 , FP 602 ,,,,,,,,,,
657ecfe7208983f2fd1fe725f7237d23,1821,M.Tech,Comp Science & Engg, ES 615 , BE 699 , MA 632 , HS 421 ,,,,,,,,,,,,
d131b3af9efd2195c0564692a1822f11,1721,M.Tech,Comp Science & Engg, CS 699 ,,,,,,,,,,,,,,,
c3583ba9182b989dc777f0588dd4673a,1711,B.Tech,Chemical Engineering, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 , MS 204 , MS 304 ,,,,,,,,
c579f7fc29d7cc1b05a68446e2198f40,1611,B.Tech,Materials Science & Engineering, ES 104 , ES 212 , PH 101 , MSE 307 , EH 608 , MSE 302(N) ,,,,,,,,,,
2474ff66532bf8d589b7939a4f70dbe0,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
488f1ce73be6b8d38888633a2753cda5,1531,Ph.D,Comp Science & Engg, CS 799 ,,,,,,,,,,,,,,,
ad0232f7aca896402cb3156cabfb71c1,1511,B.Tech,Materials Science & Engineering, IN 302 , PH 101 , CH 517 , HS 499 , DES 499 , MSE 307 ,,,,,,,,,,
3d3dbcf8942078fb23eac8aae65723d8,1611,B.Tech,Chemical Engineering, CL 321 , CL 352 , CL 422 , CL 424  , HS 112 , HS 642 , CH 517 , MS 204 ,,,,,,,,
7e053b43d571141ec874aa7c8a03d529,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
efa23629c292002160705854745fbbce,1831,Ph.D,Electrical Engineering, ES 332 , ES 634 , MA 632 , FP 602 ,,,,,,,,,,,,
