Name,Year,ProgramName,Discipline,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,,,,,,,
99cffed9c2f06cd68366d1d9a8bce3a2,1721,M.Tech,Chemical Engineering, CL 699 , HS 642 ,,,,,,,,,,,,,,
b95c9b7bf5758d16b8a1270f2f3d015a,1751,M.Sc,Chemistry, CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,,,,,,,,,
c953ea36408f02779a6275021ace8d40,1521,Ph.D,Mechanical Engineering, ME 799 ,,,,,,,,,,,,,,,
afb44d0c43c22ecfedb90ff96550038c,1611,B.Tech,Electrical Engineering, EE 331 , EE 333 , CH 508 ,ES 216,,,,,,,,,,,,
b79e8feaa58f0e22d9740971dd4d9c23,1431,Ph.D,Cognitive Sciences, CG 799 ,,,,,,,,,,,,,,,
cb5000f9221123f1fa8e8ec3129b0ed2,1821,M.Tech,Civil Engineering, CE 622 , ES 622 , MA 602 , CE 626 ,,,,,,,,,,,,
f9704666e25407f3a126980a9f6ca379,1831,Ph.D,Civil Engineering, CE 613 , CE 622 , ES 622 , CE 798 ,,,,,,,,,,,,
c0a04593d2bd06af0b2f3356827c5415,1751,M.Sc,Physics, PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 , PH 615 , PH 614 ,,,,,,,,,,
c094dc881843486efc386a80e785a4b8,1435,Ph.D,Materials Science & Engineering, MSE 799 ,,,,,,,,,,,,,,,
997bf34456f784c1c7ca9fa11d36ba73,1841,PGDIIT,Materials Science & Engineering, ES 622 , MSE 626 , CH 517 , CH 632 , MS 304 ,,,,,,,,,,,
f70a310e23f9ddf52156f673f7ebb991,1431,Ph.D,Humanities and Social Science, HSS 799 ,,,,,,,,,,,,,,,
07d702c8fd723053093196d2d5848d98,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,,,,,,,,
21984304da455a1f12ddc97933d9f9f6,1611,B.Tech,Comp Science & Engg, MA 202 , ES 214 ,,,,,,,,,,,,,,
5c49c7dee38edbc3e57e20934626e5f8,1851,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,,,,,,,,
23477d6bd346941320f47d91120f2327,1851,M.Sc,Chemistry, CH 512 , CH 622 , HS 631 , CH 508 , CH 519 , CH 521 ,,,,,,,,,,
5106fa942be08c9a4f614319e45524fb,1711,B.Tech,Chemical Engineering, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 , CH 202 ,,,,,,,,,
4850348936fbf055917a96891a39e797,1611,B.Tech,Comp Science & Engg, HS 508 , HS 514 ,,,,,,,,,,,,,,
aada17347b768f9dc263381030d6f147,1721,M.Tech,Comp Science & Engg, CS 699 ,,,,,,,,,,,,,,,
022ad6f42bb1449df4a7e00b79f935e7,1331,Ph.D,Chemical Engineering, CL 799 ,,,,,,,,,,,,,,,
066fb2c45b65f228034b7fb764b62c84,1821,M.Tech,Chemical Engineering, CL 602 , CL 604 , MA 602 , MSE 630 , CL 699 ,,,,,,,,,,,
65b1ecff03f1175f609120339ce37ec5,1511,B.Tech,Civil Engineering, HS 423 , MS 304 , MS 406 , PH 615 , HS 422,,,,,,,,,,,
480dca87c62afdbe9237c63fdd671d6f,1431,Ph.D,Chemical Engineering, CL 799 ,,,,,,,,,,,,,,,
85c09153bcb4122200e7c76e2fb658ec,1711,B.Tech,Electrical Engineering, EE 331 , ES 104 , ES 202 , MA 202 , PH 101 ,ES 216,,,,,,,,,,
bc3d45e61cc22923882a9fd5322e5ddc,1621,Ph.D,Materials Science & Engineering, IN 791, MSE 628  , MSE 799 , IN 791, FP 602 ,,,,,,,,,,,
0af04d9a31e0d38c24dc9f34294e2870,1611,B.Tech,Mechanical Engineering, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , MS 204 , HS 515 ,,,,,,,,,
ea496f5c43e88a556410b9d86f3a6935,1631,Ph.D,Biological Engineering, BE 799 ,,,,,,,,,,,,,,,
49d815d1ab86c8f0c97c420f031cae6e,1851,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,,,,,,,,
608044a365b963fd2c6e71cc36150914,1511,B.Tech,Materials Science & Engineering, CH 301 , ES 221 , MA 202 , MSE 309 , BE 402 ,,,,,,,,,,,
cbb232b4ae392263f237db58bf210d1f,1511,B.Tech,Civil Engineering, CH 301 , HS 305 , IN 302 , MS 304 , HS 642 , MS 204 , HS 104(R) , BE 402 ,,,,,,,,
b7f900cc489c671903b047ba98329208,1721,M.Tech,Materials Science & Engineering, MSE 699 ,,,,,,,,,,,,,,,
ea6a75732c7e356967fad765cf209e64,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
39069e012247cc37efcc00aa5218f8cc,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,
a2c87f6680c5632197351832c5e28a23,1511,B.Tech,Electrical Engineering, ME 332 , MS 304 , MS 406 , ES 215 ,,,,,,,,,,,,
9d6909c8fb76f395d3eb129879f75896,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
75546bdf719b265048348c0badb67742,1711,B.Tech,Chemical Engineering, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,
35b07d05a6153fd6f42c09835cfeb954,1821,M.Tech,Civil Engineering, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,,,,,,,,
71ffe3123ed61bf3473790e7954c634c,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,,
3b9fa0c9131128b38f92fbe4c42ce1e9,1611,B.Tech,Civil Engineering, CE 304 , CE 305 , CE 306 , CE 307 , CE 403 , CE 309 , CH 517 , CE 631 ,,,,,,,,
97788cf84b1bd26f3f0757895761837b,1611,B.Tech,Materials Science & Engineering, ES 105 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,,,
9a52c57b9520f76bf523f5c0df6a993b,1511,B.Tech,Civil Engineering, CE 402 , ES 105 , HS 103 , IN 302 , PH 101 , HS 515 , CE 499 ,,,,,,,,,
c35d38fe0650b519caa1e9b673e1ee47,1711,B.Tech,Chemical Engineering, CL 251 , ES 202 , ES 212 , ES 221 , HS 201 , MA 202 , MS 304 ,,,,,,,,,
beab243dcf5ab6ba8645f58696bca5ea,1751,M.Sc,Physics, PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 , PH 614 ,,,,,,,,,,
7bb76c806f70a8a9c692ad3eb937eec8,1611,B.Tech,Comp Science & Engg, HS 103 ,,,,,,,,,,,,,,,
a5c77a3a11b3943b7124b7f345f8de3d,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
c2f43b94536ce832d2880adc7e3989d1,1631,Ph.D,Chemical Engineering, CL 799 ,,,,,,,,,,,,,,,
5d22b6f2b2b7a247f841cbef318aa585,1535,Ph.D,Comp Science & Engg, CS 799 ,,,,,,,,,,,,,,,
412b52e83f1cc3f2bea1c6ca009877ec,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
70176a2be3388c5e9a79bddd361dd291,1831,Ph.D,Electrical Engineering, EE 799 , ES 641 , ES 643 , FP 602 ,,,,,,,,,,,,
6a0eeaaff11f0d3332998bb116ea773d,1611,Dual Major in B.Tech,Chemical Engineering, HS 423 , CH 301 , CL 321 , CL 422 , CL 424  , ES 106 , CH 517 ,,,,,,,,,
d210bd5ad009a10b8497972864f7473a,1511,B.Tech,Chemical Engineering, HS 423 , CH 301 , HS 635 , MS 304 , BE 402 , HS 422,,,,,,,,,,
b02cd6c5f8baabf1740e935f962e6a1c,1511,B.Tech,Mechanical Engineering, MA 102 , ME 322 , ME 332 , ME 626 , CG 601 ,,,,,,,,,,,
a230135016e8e7c036557fdbc7a8eb31,1751,M.Sc,Cognitive Sciences, CG 599B , CG 599C , CG 599A , CG 599D , FP 602 , MS 304 ,,,,,,,,,,
f5b0117d568c39eff2d2a17b173d729a,1751,M.Sc,Physics, ES 404 , PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 ,,,,,,,,,,
8c2e31af022b4c294b61a5b0a059b61a,1752,M.A,Humanities and Social Science, HS 599(A) , HS 599(B) , HS 599(C) , HS 223 , MS 304 ,,,,,,,,,,,
3b30fa9dd5c27f55a4c0f7878d0aa6d9,1851,M.Sc,Chemistry, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,,,,,,,,
f6d319a070c65976d7bd8f353de93fe9,1721,M.Tech,Mechanical Engineering, ME 699 ,,,,,,,,,,,,,,,
81e2f042ead068f16e9d6da1547c2eee,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
81d9298e39655f126441c9627e28f881,1511,B.Tech,Mechanical Engineering, HS 112 , HS 151 , HS 201 , ME 322 , ME 332 , HS 104(R) ,,,,,,,,,,
514c0c01e6481ed1b475704681321531,1721,M.Tech,Mechanical Engineering, ME 699 ,,,,,,,,,,,,,,,
34fcf79316a443a321b5b0a3874ae275,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
11cdcad5e8b6cb307962d62658c199ea,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
3062ce6bc0b64b65f1895f57f4bb7c6e,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
69ffefc1d2908632bf54dc9480cf5e4f,1431,Ph.D,Cognitive Sciences, CG 799 ,,,,,,,,,,,,,,,
187d30f374de79995ba5a630096fec6c,1831,Ph.D,Humanities and Social Science, HS 631 , HS 491 , HS 513 , EH 608 , FP 602 ,,,,,,,,,,,
13e94afa172a6f629c466baf854b8bcb,1851,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,,,,,,,,
2b30b537c57eac0d617d34f0457a140a,1511,B.Tech,Chemical Engineering, CL 321 , MA 102 , HS 223 ,,,,,,,,,,,,,
edbefffa6a2f4233749fbeeab8007d4a,1611,B.Tech,Chemical Engineering, CL 321 , CL 352 , CL 422 , CL 424  , CL 604 , CH 517 , BE 402 ,,,,,,,,,
69991a7c03a7896e3d53cb68197fc8b1,1611,B.Tech,Chemical Engineering, CL 321 , CL 352 , CL 422 , CL 424  , EH 608 , MS 304 ,,,,,,,,,,
69e841e07b31ced8251ec9ed03b13551,1851,M.Sc,Chemistry, CH 512 , CH 622 , HS 111 , CH 508 , CH 519 , CH 521 ,,,,,,,,,,
a50bc003592e0a61c7b13493fc5d1bbe,1411,B.Tech,Mechanical Engineering, CH 301 , CH 629 , HS 201 , BE 402 ,,,,,,,,,,,,
e976435949ea8debb0433aa2ebaf10d1,1721,M.Tech,Biological Engineering, BE 699 ,,,,,,,,,,,,,,,
c7a3b76f48a0c90d711354355139d514,1331,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
2c2ebedf7f1a1646acfd18dac42bfb5a,1611,B.Tech,Materials Science & Engineering, HS 508 , CH 517 , MSE 352 , MSE 307 , MSE 302(N) ,,,,,,,,,,,
6398eff869243b0f7e69b203e040a8dc,1752,M.A,Humanities and Social Science, MS 204 , HS 599(A) , HS 599(B) , HS 599(C) ,,,,,,,,,,,,
38627f8da6fc7763de8ecc3bef8118a3,1511,B.Tech,Mechanical Engineering, MS 499 , ME 499 , MS 204 , ME 640 , HS 513 , HS 517 ,,,,,,,,,,
a2f32777860ae751fc805e13cd0a8847,1611,B.Tech,Mechanical Engineering, ES 301 , ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , MS 204 ,,,,,,,,,
671d9d744aba474daa305877909556a2,1431,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
b147015766a57ef8474543db4f39b5d1,1831,Ph.D,Humanities and Social Science, HS 631 , EH 608 , HS 517 , IN 791 , FP 602 ,,,,,,,,,,,
d15e484e2530f030b9702313cb17ce58,1651,Ph.D,Mathematics, IN 791, IN 791, MA 622 , MA 629 ,,,,,,,,,,,,
e2a026fc0ceb2ebe18e2b2f9aa869a61,1611,B.Tech,Electrical Engineering, CH 301 , EE 333 , EE 341 , HS 513 , EH 608 , BE 402 ,,,,,,,,,,
7ae0df469b7ebf6599a61a9b7f5364df,1851,M.Sc,Cognitive Sciences, CG 501 , CG 506 , HS 644 , BE 608 , FP 602 , HS 421 ,,,,,,,,,,
6af3654d0ce4fa20ce09c53652e144a8,1411,M.Tech,Electrical Engineering, EE 699 , ES 608 , EE 651 , ES 641 , MA 623 ,,,,,,,,,,,
fc3f1f4719b93460173d086f7b71a1e0,1511,B.Tech,Electrical Engineering, ES 631 , PH 507 , HS 507, HS 422,,,,,,,,,,,,
861332a1b7bbc73ce4776701e7b6f22c,1752,M.A,Humanities and Social Science, HS 599(A) , HS 599(B) , HS 599(C) , MS 304 ,,,,,,,,,,,,
76313f1bd73bdfb4ef158f50a3656770,1852,M.A,Humanities and Social Science, HS 406 , HS 644 , HS 599(A) , HS 513 , MA 632 , FP 602 ,,,,,,,,,,
f124cc4a77be6141df2f2f8b3963a11a,1711,B.Tech,Mechanical Engineering, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , HS 399 ,,,,,,,,,,
1fcca98c710dfc9ca865d4ad1584422a,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
bb12911ea81a790813ae85288537647e,1331,Ph.D,Materials Science & Engineering, MSE 799 , MSE 798 ,,,,,,,,,,,,,,
7402b9f809d6f68b10f780806e204e13,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
c88e6c678e612db63f9222cb0e7c4f02,1431,Ph.D,Humanities and Social Science, HSS 799 ,,,,,,,,,,,,,,,
29adb845c8abb81b0ae54100440975c6,1752,M.A,Humanities and Social Science, HS 499 , HS 599(A) , HS 599(B) , HS 599(C) ,,,,,,,,,,,,
091a37477d16c420a24f58cdddfb8e85,1751,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,,,,,,,,
159c69058de16549ec663a8e13292f97,1611,B.Tech,Civil Engineering, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , CE 403 , CE 309 , HS 642 , HS 104(R) ,,,,,,,
6b2fcf880833c4c2e49cd0a5252e8981,1351,Ph.D,Chemistry, CH 799 ,,,,,,,,,,,,,,,
7e3c91d6eb8aec620d55b55ac82b8418,1611,B.Tech,Mechanical Engineering, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 ,,,,,,,,,,,
85f6cebf102d323bbfc4a4de6ab85ff3,1711,B.Tech,Mechanical Engineering, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,,
27c48661974c72a55d2f4973cc6dbc5d,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , MA 202 ,,,,,,,,,,,
b296ab53c103b181955763f8935bb2f9,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
0968148cd09721d6c8467ce5ee226983,1611,B.Tech,Comp Science & Engg, ES 404 , HS 507,,,,,,,,,,,,,,
05ba3f17ddd250aa37ce1b44c98a0c5e,1831,Ph.D,Mechanical Engineering, ES 631 , IN 791, ME 798 , IN 791 , FP 602 ,,,,,,,,,,,
af3aee2d94e14f555c8cc7cd32e6e5c9,1511,B.Tech,Chemical Engineering, CH 301 , CL 321 , HS 642 , CH 499 , BE 402 ,,,,,,,,,,,
db3866cb5701e8bdac4c6fa207954359,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
9d5022adafcff128c103655564e9581d,1535,Ph.D,Civil Engineering, CE 798 , CE 799 ,,,,,,,,,,,,,,
4441a7f108bc5bb1d5827678fbd29c33,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
72a453f7fd93e96c83e280173bd5c038,1611,B.Tech,Comp Science & Engg, HS 111 , HS 508 , HS 104(R) ,,,,,,,,,,,,,
77cb0a43473138b42b4ccceb5db0a0e7,1511,B.Tech,Civil Engineering, CH 301 , MS 304 , MS 406 , CH 517 , MS 204 , BE 402 ,,,,,,,,,,
8e3828fcd9c5f23164df6c4bcc18f5b4,1851,M.Sc,Chemistry, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,,,,,,,,
1a38d0a31a579dace3ae0adeaccd029a,1725,M.Tech,Mechanical Engineering, ME 699 ,,,,,,,,,,,,,,,
c852e004ff8f93baab4f3df1d8321f0f,1825,M.Tech,Electrical Engineering, HS 631 , EE 699 , ES 634 , MA 632 ,,,,,,,,,,,,
8d71e646896d69522548e0c3fb67fd51,1711,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
a81315d9f026bb04cd2dff30ce498350,1511,B.Tech,Chemical Engineering, CH 301 , HS 631 , HS 635 , CH 517 , MS 204 ,,,,,,,,,,,
ef86d338fe25989b715eef62907ea97a,1631,Ph.D,Biological Engineering, BE 799 , BE 402 ,,,,,,,,,,,,,,
f9b0ab3aa871e41561e75ff140b8a6d1,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,,,,,,,,
2e49f6a2c81d39270a171c61abbe6210,1431,Ph.D,Mechanical Engineering, ME 799 , IN 792,,,,,,,,,,,,,,
66a66017fcb54bf17fa65ec1e2bdd506,1531,Ph.D,Civil Engineering, CE 799 , IN 791 ,,,,,,,,,,,,,,
7ca2132a13daa113e2180e681e9460cc,1331,Ph.D,Biological Engineering, BE 799 , BE 798 ,,,,,,,,,,,,,,
318677062412cd6cd622f21d06793878,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
34cf68085e0d75794cf07fa704000abb,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,
267123e9a1fc55bf514aa1e6757b0828,1721,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
6c7b8ed959a3bedfe6a1a56665be9a2b,1611,B.Tech,Mechanical Engineering, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , ME 399 , ES 632 ,,,,,,,,,
cc2ef40f10b13a2c92f27d15c2440281,1611,B.Tech,Comp Science & Engg, CH 301 , ES 301 , MA 102 , BE 402 ,,,,,,,,,,,,
4c6215fcb065e612d9d93e7d8531eec7,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
7f49c2733ee2dd38dfa15d09605ffbf4,1852,M.A,Humanities and Social Science, CH 517 , HS 644 , HS 599(A) , HS 513 , FP 602 , MS 304 ,,,,,,,,,,
51374233cd4c3968b3407f5fd3ddb480,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
b2ca5c0188d8270092f037fdbc35421c,1511,B.Tech,Mechanical Engineering, CH 301 , ES 631 , MS 304 , MS 406 , MS 204 , ME 640 , BE 402 , HS 422,,,,,,,,
50e3672f4595b9caa5bb65c48a2b64fd,1721,M.Tech,Materials Science & Engineering, MSE 699 ,,,,,,,,,,,,,,,
74d57ccc44ede90e0bee80e663fc0aa6,1431,Ph.D,Biological Engineering, BE 799 ,,,,,,,,,,,,,,,
dcdfebcc35d2685345ba01ac79c2fb59,1751,M.Sc,Mathematics, MA 602 , MA 605 , MA 599 , MA 629 , FP 602 ,,,,,,,,,,,
aee6668137a8dd564ba49669d9eee341,1711,B.Tech,Mechanical Engineering, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , ME 399 ,,,,,,,,,,
34b9dbeb55c396853b6814defa3f069c,1731,Ph.D,Humanities and Social Science, IN 791, IN 792 , HSS 799 , HS 798 , MA 632 ,,,,,,,,,,,
b025d5b5de3805f1a1867d86ce2f506a,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
6e2edccea0fdb1f9acdfe6c4d9c2c2a1,1531,Ph.D,Chemical Engineering, CL 799 ,,,,,,,,,,,,,,,
2e0d8f3d55ea1efd6b17042a451d7e26,1721,M.Tech,Comp Science & Engg, CS 699 ,,,,,,,,,,,,,,,
6f6304221c8338e0bb6fa4a471133f00,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
2adada58cb6f4a938ef22912682d7097,1531,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
939ce34f1a39889d36d8e16efb25f085,1831,Ph.D,Biological Engineering, CH 629 , BE 799 , BE 601 , BE 611 , FP 602 ,,,,,,,,,,,
b3e5509b46570d9d08da7d8d61a74fdd,1751,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 , PH 499 , FP 602 ,,,,,,,,,,
a38e48f327258accfb7925c92e21163d,1831,Ph.D,Earth Sciences, CE 605 , EH 602 , CE 799 , FP 602 ,,,,,,,,,,,,
8dbac84e070b9c25d3ce3f043ecd8021,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , HS 111 , HS 201 , MA 202 ,,,,,,,,,
a1739b85c4c9b7f6e50b052b5c92f01e,1721,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
22a232112c7d8a3cfcb9b21989ef015f,1511,B.Tech,Electrical Engineering, CH 301 , HS 103 , HS 305 , MS 304 , MS 406 , EE 499 , BE 402 , PH 615 ,,,,,,,,
7e1f99d59806cb421d05b6b85a4f5484,1132,Ph.D,Chemical Engineering, IN 700 ,,,,,,,,,,,,,,,
5603b9de9f783904af5ee6df3f296cfb,1751,M.Sc,Chemistry, CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,,,,,,,,
81f69a39e039295f5f6d32263846d9c2,1711,B.Tech,Chemical Engineering, ES 221 , CL 251 , ES 105 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,
43b41c2556a6f094c0112730a20a3061,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,
f06d56f9dbcda5a76c1cd2e9316dba45,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
70c5c7f1dc8498e10900b4713f708d68,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
b5287e98e7c74cf4a33668c5fdeee2e7,1631,Ph.D,Mathematics, MA 799 , FP 602 ,,,,,,,,,,,,,,
22f2009f084f2ec3dd6b278e2847de7b,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
9f41933754bbd945bccd866979dc9c5d,1511,B.Tech,Civil Engineering, CH 301 , HS 635 , MS 204 , CE 631 ,,,,,,,,,,,,
729ca5ebd43ffc740b0495ab169383e8,1611,B.Tech,Comp Science & Engg, CH 301 , HS 635 , MS 204 ,,,,,,,,,,,,,
8e37ac1587dfc7eaa28d867d1596441b,1721,M.Tech,Mechanical Engineering, ME 699 ,,,,,,,,,,,,,,,
5a164bb6643a4fff356c305f75ead259,1511,B.Tech,Electrical Engineering, CH 301 , EE 499 , HS 399 , ES 641 , HS 515 , HS 104(R) , BE 402 ,,,,,,,,,
6947a701a9cfb094bc911683504b9959,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
f49b1ea062bab33453cfb8848fb0b1d0,1721,M.Tech,Chemical Engineering, HS 103 , HS 642 ,,,,,,,,,,,,,,
a0873be901b0d6ee29a71c1d4033fd0a,1721,M.Tech,Materials Science & Engineering, MSE 699 ,,,,,,,,,,,,,,,
ff13992a86d119e229fda071e5fc287d,1511,B.Tech,Chemical Engineering, HS 201 , PH 101 , HS 507, MS 204 ,,,,,,,,,,,,
92b8c3cdc98ae72abcba8a21c46e3442,1335,Ph.D,Materials Science & Engineering, MSE 799 , MSE 798 ,,,,,,,,,,,,,,
77a122f7b348f525c61f87384cc1d5fc,1611,B.Tech,Mechanical Engineering, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , HS 642 ,,,,,,,,,,
4d6fa0a98a1337c3dcd5ca6b3c36d62c,1551,Ph.D,Cognitive Sciences, CG 799 ,,,,,,,,,,,,,,,
80087d4b5a288b98d807dd8d7faed380,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
383ca69e314958f262f63fb2c8d5704e,1751,M.Sc,Cognitive Sciences, CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,,,,,,,,,
59271b934e208bf779811dc16ae1b4b3,1851,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,,,,,,,,
883eb3a017a9409faf83458d4195beda,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
677f10fc54fd51f07e60147aa6b45056,1751,M.Sc,Cognitive Sciences, CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,,,,,,,,,
1276940c12df3058f193263942ff6d5f,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
8688a458b5194d3b1eba9e551a5743fd,1611,B.Tech,Electrical Engineering, EE 333 , CH 517 , HS 599(A) ,ES 216,,,,,,,,,,,,
f3e9f3db72756b403b160713657c54d3,1852,M.A,Humanities and Social Science, HS 644 , HS 599(A) , HS 513 , HS 515 , EH 608 , FP 602 ,,,,,,,,,,
25663059869d28fc3fbb519df011c296,1631,Ph.D,Materials Science & Engineering, MSE 799 ,,,,,,,,,,,,,,,
0325f012adc3c4f8531f2bbbcaf99889,1511,B.Tech,Mechanical Engineering, CH 301 , HS 635 , ES 632 , BE 402 ,,,,,,,,,,,,
