Name,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9
2c396574caf7ba34c44aa3d0b0cab9ee, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
b8a8b745e4c3ca2f762a7f73c1075753, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
d6d1224d844884389de372d37080da45, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
3b55f1def3f116d3f850f4f44e667ab8, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , ES 214 ,,,
2d094b9a41ea92665d6b7e05eb222734, BE 799 , HS 104(R) ,,,,,,,
3ff7b2cb91cc1c47501115ae04592d13, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
5e86477bc230a56e89db2145c8f6d2ee, HS 103 , CH 799 ,,,,,,,
2fc7470a4bdd5928e392c45338e49181, CH 629 , CH 622 , HS 111 , CH 799 , HS 223 , FP 602 ,,,
94e07e592ac01dca7857300cadcbab6d, CH 301 , CL 324 , CL 604 , CH 517 , MS 204 , CH 521 , BE 402 ,,
8b3e2cdfc286d83996d3f63641fbdb63, CE 699 ,,,,,,,,
45afba4c1b6511dff9f5748c12e1fb95, ES 202 , ES 301 , HS 103 , HS 201 , MA 202 , ES 215 , ES 214 ,,
c9eb4edb7e69d66191fc6fe6eb25f0f8, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 , FP 602 ,,,
b93b8f2b4c7195b97ef86806eb2dccd9, CH 301 , EE 333 , EE 341 , ES 332 , HS 631 , MA 502 ,,,
51374233cd4c3968b3407f5fd3ddb480, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
5c723ec07617c17b17607c419a5d1cc8, EE 799 ,,,,,,,,
03dd83cc57c8088f4ff7c416e76f756a, MSE 626 , MSE 628  , CH 517 , CH 632 ,,,,,
f3cc010375ea7c553b5cf786d58ae2eb, MA 602 , MA 605 , MA 599 , FP 602 ,,,,,
374f1e9d6d834ee36cf66efdfc8f0fa8, ES 615 , MA 602 , ME 626 , ME 699 ,,,,,
7d367ebaa04200f8f5b2d33acbc03637, HS 112 ,,,,,,,,
f9130487ef32b3642c24f4cdc8d6a01a, EE 799 , EE 798 , IN 791 , FP 602 ,,,,,
ca29a834dc450fb457f0ab849d5a2f31, CE 798 , CE 631 , ES 652 , FP 602 ,,,,,
0509603eff188fcd630cd4023d59fa64, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
0a1f423d001eec0c016958419261d2ca, IN 700 ,,,,,,,,
ba0d97b226f345889e34c3b4eadd2543, ES 631 , ME 606 , ES 632 ,,,,,,
662baca31431f8852b7cf6cbc07093b0, MA 602 , EE 651 , IN 791 , FP 602 ,,,,,
ff13992a86d119e229fda071e5fc287d, HS 201 , PH 101 , HS 507 , Anti, and Posthumanism, MS 204 ,,,
192a1789cba879f8dbe98e2b7b7ff83b, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
e6872b836cc2167f800f371ed8d413bf, ES 202 , ES 212 , MSE 201 (N) ,,,,,,
83a79537933ffcbaf23722c37d6fd456, ES 212 , ES 221 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,
8c2e31af022b4c294b61a5b0a059b61a, HS 599(A) , HS 599(B) , HS 599(C) , HS 223 , MS 304 ,,,,
306a19a71eb5f4d98c22090410767989, HSS 799 ,,,,,,,,
9c9f4e2d24f48401a0d464b83e75fc4a, PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 , PH 614 ,,,
d96b43a347ea285710cb07bfb3d47d14, CE 605 , IN 792 , CE 798 , ES 652 , FP 602 ,,,,
77e2692ba7e1362b9e7936b173614b4e, BE 601 , BE 611 , FP 602 , BE 402 ,,,,,
8e275c433e2db84f2316773166cc8850, EE 331 , ES 202 , HS 201 , MA 202 , ES 214 , ES 216 , Systems and Networks,,
3dfe4dc288911774f79af7beb710a2a0, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,
efca5bbbd3e14c0141cd3b4e95c061d6, ES 104 , ES 221 , MSE 352 , MSE 399 , MSE 307 , MSE 302(N) , MS 304 ,,
0de65bbc0e5c1650ce0bfc194dc8fb91, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
81e43c6869ad89a18296bb1fc4494603, EE 609 , ES 608 , EE 651 , ES 641 ,,,,,
0bd15b7452c708e61bf528d89fc5a62f, CH 799 ,,,,,,,,
f03518f5cb3948357b58edfd8316f880, CE 402 , ES 221 , HS 103 , MA 102 , MA 202 , CH 499 ,,,
0d8a05393d5c852ed9a52543420af58d, CH 301 , MS 304 , ES 215 , BE 402 , ES 654 ,,,,
0ce4bc4813a461277557d8a2254e63c3, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
cf0de1d1f16274ec909e24370cf3b49a, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
be0c9f8a373d425705088ec6dd866373, CH 799 ,,,,,,,,
f0eb0284eaf844ab8adbfa0d8ca89ab7, MA 602 , MA 599 , MA 625 , FP 602 ,,,,,
b2ad5c473b94426ac6c395e27914e55f, CH 629 , HS 201 , BE 608 , BE 605 , BE 699 , MA 632 ,,,
0e38160f7b601cfcd2df9e7551936d14, CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,,
cc229de4f7b0b94eb052e3ef3c0006d5, CE 799 , CE 629 , IN 791 ,,,,,,
c8fed00d18627910ef827c0ca8a2441b, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,
517bdf45eff93fdde2991447b9a73d08, ES 104 , CH 517 , MSE 352 , MSE 307 , MSE 302(N) , MS 304 ,,,
b8adde95c4593e66da54ddb25af15503, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
4f33f02f9d58462761d6c5682bc46e5e, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
5ac8f29686e5cfc00a8d563fd26a1905, CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,
9871b23c6745e08ed0c8f7f83cd4a21e, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
2a1fcdd2ef9d011d1e239a91f291b495, ES 615 , CS 699 , MA 632 , HS 421 ,,,,,
11396f4beb010beb78c97e3446d0c079, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
41d927b5aa56854f775e459505fb1aab, ES 615 , MA 501 , CS 699 ,,,,,,
1c34bcb8b9f55e21c93cddac96d87600, CH 517 , HS 499 , HS 644 , HS 599(A) , HS 513 , FP 602 ,,,
7bb76c806f70a8a9c692ad3eb937eec8, HS 103 ,,,,,,,,
eea6832cf690b5c698a437ece4fcc966, ES 616 , HS 112 , MA 602 , EE 651 ,,,,,
d30527941e9e60ed0888958cd0931997, ES 332 , HS 103 , HS 112 , ME 322 , ME 332 , ME 352 , ME 391 , HS 508 ,
25f7fade81cca5e1eaf87755368b7677, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
7c9428e762f1b66b0dd690ef56a786cf, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
28980491258a1c42580087159f9cbc02, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
35b07d05a6153fd6f42c09835cfeb954, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,
6e935bd3c403db35d8a92420997bd4bd, CH 301 , HS 305 , MS 304 , CH 517 , HS 513 , BE 402 ,,,
0b3a43c57c7735eb1834dc1920d3f083, ES 221 , ES 105 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,
54773562129087ae5bcd5eb706160dce, EH 602 , EH 699 , ES 652 , MA 632 , EH 302 , EH 301 ,,,
5750022c9bddd90182859b0b875d7f61, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
318677062412cd6cd622f21d06793878, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
a5878e07c4a828f22493f12eb2be56df, IN 792 , CH 799 ,,,,,,,
79d57ab077fb77443b87513992bdf565, CL 699 ,,,,,,,,
3991a8139990f67a8dbb958dcd8257b6, EE 333 , EE 341 , ES 332 , EE 399 ,,,,,
5d802ee2cfc0eff40bec3bfbd9663ed7, CE 799 , CE 799 ,,,,,,,
f702a8b8c4f75f873fa4eeb060ce6cf9, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
d14134fd5a4ffc058601840d27202cf3, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,
7402b9f809d6f68b10f780806e204e13, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
2adada58cb6f4a938ef22912682d7097, EE 799 ,,,,,,,,
bbb115a7fcce1cfea967f26260735aa2, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,
a0f6604d947fcb035d5fdda63444b5a1, HSS 799 ,,,,,,,,
d8b8d51e6ad1b7fc2b6ea7d4e3c5581d, HS 111 , HS 112 , HS 642 ,,,,,,
33bf83829df3a449195821777cd0a293, EE 699 , ES 637 , EE 651 , ES 654 ,,,,,
34b9dbeb55c396853b6814defa3f069c, IN 791, IN 792 , HSS 799 , HS 798 , MA 632 ,,,,
845af035ad707b05dca7b8a99fdb0897, HS 112 , BE 691 , BE 699 , MA 632 , BE 402 ,,,,
2df8a9995d27bc5ba41ba67825a60a50, CH 301 , ES 632 , HS 104(R) , BE 402 , BE 403 ,,,,
8c7e050db9ead216cd5572d89db7ca65, ES 631 , MA 602 , ES 632 , ME 699 ,,,,,
d3da61a246e16800a09f94c917b29ea7, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
ca1e0294937d16234bc7ad097db27137, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 , FP 602 ,,,
066fb2c45b65f228034b7fb764b62c84, CL 602 , CL 604 , MA 602 , MSE 630 , CL 699 ,,,,
752323499b9e79e15ab56c0d7449138e, CH 301 , HS 103 , MS 406 , MS 204 , BE 402 ,,,,
2d4b07a0357b414b910c78621101d6d7, ME 799 ,,,,,,,,
c67a459e408286bfc02e598fb5635adf, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
9394ce2964b0aad7cea3b120558ca4e5, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
ccb5cb7ce1e30a7d691a6a805e650252, MA 799 , IN 791, MA 629 ,,,,,,
8aa4df6500251f381652530309f0f1a5, HS 631 , HS 508 , HS 514 , HS 515 , HS 517 ,,,,
72b965bc1d68603ebc9bf9064476fef0, CL 602 , CL 604 , MA 602 , HS 642 , BE 699 ,,,,
77f4df91eeefc8eda97ce6320173133f, CE 799 ,,,,,,,,
686be22ec48bf25b868133ec7fcffe9b, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,
bc3d45e61cc22923882a9fd5322e5ddc, IN 791, MSE 628  , MSE 799 , IN 791, FP 602 ,,,,
966ec3e17c1e0a7664276558f94cbdbe, EE 799 ,,,,,,,,
15ac92a8f7266722f8df1c31df532513, EE 331 , EE 333 , EE 341 , HS 223 , ES 216 , Systems and Networks,,,
cb87960933a9e6adb1044488464d2644, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
9c87efe26c80ce59759310fa1ab3b5bd, CG 501 ,,,,,,,,
f947863162d6dbb76910e72d13d5f29b, CS 799 ,,,,,,,,
22caf3dfad15488df6f5b912bd28b777, HS 631 , IN 792 , CS 799 , IN 791 ,,,,,
17671a57f0260f9a0e0dfbe8191c5cdf, ES 212 , MA 202 , MSE 352 , MSE 201 (N) , MSE 302(N) ,,,,
27c48661974c72a55d2f4973cc6dbc5d, ES 221 , CE 202 , ES 202 , ES 212 , MA 202 ,,,,
e05442ee072c71f0534b2c4010f707fe, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , ME 399 ,,,
1ea937e3e56dedbe94b52112cc51d0bf, ES 622 , IN 791, MA 625 , ES 648 , FP 602 ,,,,
30bf1f484934d33b2e3c151e8a5668b6, ME 699 ,,,,,,,,
a8e1cc00b2a7f3975f638188b9a70978, EE 331 , ES 202 , HS 103 , HS 201 , MA 202 , ES 214 , ES 216 , Systems and Networks,
d8b9ea8584b1797be51b395b50d4f6d8, CE 622 , ES 622 , MA 602 , CE 626 ,,,,,
3ebea75bcd06e67d884f4b5923a05c92, CE 699 ,,,,,,,,
67918f9658e691d141f03fabfefed37c, HS 151 , CH 508 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,
9cbda28ea573b235af4395029c7314b3, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,
fc9074dec5e915addf2c457b7d53d677, CH 512 , CH 622 , HS 111 , CH 508 , CH 519 , CH 521 ,,,
441bf1bbc321c67a2e4b9e45e3c22be9, EE 331 , ES 202 , HS 201 , MA 202 , ES 216 , Systems and Networks,,,
81f69a39e039295f5f6d32263846d9c2, ES 221 , CL 251 , ES 105 , ES 202 , ES 212 , HS 201 , MA 202 ,,
e84807ed8fb8525b7759a4495a681038, ES 104 , ES 332 , MA 102 , ME 322 , ME 332 , ME 352 , ME 391 ,,
bd71ded6e5e88ce42361474abe923133, CS 799 ,,,,,,,,
6436af09603e3b572fda1c8d5bce21e6, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
cc8eec3451f48fa02e2ef3cb97a277cd, ES 202 , ES 212 , ES 221 , HS 201 , MA 202 , ME 399 ,,,
e222d897e49897027e5e44b3b534c5e7, MA 602 , ES 608 , EE 651 , ES 641 ,,,,,
3356c22f48c7d6784cf1659118fa25d5, MSE 628  , ES 608 , MS 204 ,,,,,,
0a1f228d4022102573983cc811ccc154, BE 799 ,,,,,,,,
daf362be3dab4d912d034212d641305a, PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 , PH 614 ,,,
c953ea36408f02779a6275021ace8d40, ME 799 ,,,,,,,,
9d3aa8a3e9da875bac708d0723c2396f, HS 103 , HS 112 , CS 699 ,,,,,,
b8ccbace034850ef8ac28dce4dadc8d9, CE 605 , MA 602 , CE 631 , ES 652 ,,,,,
4ccbb75f6a4aa169793b013f5731a98c, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , CE 403 , CE 309 , HS 223 ,
c2f43b94536ce832d2880adc7e3989d1, CL 799 ,,,,,,,,
810a77edf661d74a82cf02ad9db04f7f, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
641ca2e65dd1ec5fac850778a4dd8ecc, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,
ce382588637ded3c01699aa8091a2ccd, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,
6a0eeaaff11f0d3332998bb116ea773d, HS 423 , CH 301 , CL 321 , CL 422 , CL 424  , ES 106 , CH 517 ,,
72a453f7fd93e96c83e280173bd5c038, HS 111 , HS 508 , HS 104(R) ,,,,,,
b1019b61b76f27929ac5246b3cef9105, CL 602 , ME 332 , CH 632 ,,,,,,
0ee9f13f57d6f4758bc751736d2d471d, EH 602 , ES 622 , ES 652 ,,,,,,
0bacd867743b670e5583e18d089827a5, HS 151 , EE 699 , HS 691 ,,,,,,
17df86a9b22e436cfc1da93e320026a8, PH 607 , PH 799 , PH 798 ,,,,,,
80087d4b5a288b98d807dd8d7faed380, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
a6aeb6cee76de21e7992930f6b1f92dc, MA 602 , MA 605 , MA 599 , FP 602 ,,,,,
7d998956f83f523e1705f19d89e84fb1, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
c99a914b23151d4eb8e92b5bc75de27b, EE 331 , ES 202 , HS 201 , MA 202 , MS 204 , ES 215 , ES 216 , Systems and Networks,
47c7705f79caccbaf57a16dbd13ab073, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
a149cbeef734f24fdfeda3ccdf84b0fe, ES 631 , MA 602 , ES 632 , ME 699 ,,,,,
70176a2be3388c5e9a79bddd361dd291, EE 799 , ES 641 , ES 643 , FP 602 ,,,,,
5603b9de9f783904af5ee6df3f296cfb, CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,
37b4ae1dc4dcda402f1917a8f833c8b5, CL 321 , CL 352 , CL 422 , CL 424  , CL 602 , HS 514 , BE 402 ,,
c98fea46d03430a9eeeddac757602d49, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
c4b383123ca0f76ccc062d10a396a4f8, CG 799 ,,,,,,,,
06a7f78eb192591190959d97a0c6bcdf, CH 301 , CH 502 , HS 642 , CH 517 , HS 514 , HS 104(R) , HS 223 ,,
3231c5a8b7f6f4d85bdf8a71ca7148a6, EE 799 ,,,,,,,,
a5f1a16bf1d60de877e18c38d3842e16, EE 799 ,,,,,,,,
cd5610abe85e218a164c18eec1a3e27b, MSE 799 ,,,,,,,,
5bb2beb831fef60361edfd7cf69404ea, CE 699 ,,,,,,,,
7df22e4290149aed76688591ca6e0305, MA 799 ,,,,,,,,
671d9d744aba474daa305877909556a2, EE 799 ,,,,,,,,
42472062c9b6ebdebe6b950417bab6bb, EE 699 ,,,,,,,,
829c16e1eb686e4b821fa2d18e72b00e, CH 799 , CH 519 , IN 791 , FP 602 , PH 615 ,,,,
13e94afa172a6f629c466baf854b8bcb, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
ae167d8cc9f388e1783cd5412b651d95, CL 321 , CL 352 , CL 422 , CL 424  , HS 635 ,,,,
305ce9e14d3e4baebe130d18c337237a, CE 304 , CE 305 , CE 306 , CE 307 , CE 403 , CE 309 , HS 508 , CE 631 , HS 104(R) 
7ee77b9a66eb7ef54add5ab1e384b8dd, ES 105 , ES 202 , PH 101 , HS 513 , BE 402 ,,,,
1a723dd3b7888915ebdeb96f22e941bd, EE 799 ,,,,,,,,
6f6304221c8338e0bb6fa4a471133f00, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
f2a87c60ccd8ffa3b09bc310a66303b6, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , ME 399 ,,,
850056fbf48fb6f860524c773bd1ea0d, EE 331 , ES 202 , ES 301 , HS 201 , MA 202 , ES 216 , Systems and Networks,,
f170bfb68ec14ac05a2967a4db22eb63, CE 304 , CE 305 , CE 306 , CE 307 , ES 212 , PH 101 , CE 309 , EH 608 ,
b3d00f82906bbd0bd4b79d2f641d6a33, EE 799 ,,,,,,,,
3dfa21cb5de8b7016df1b4f5deb76ef3, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , ME 399 ,,,
bb2715a1bb4e0fd107095407ad83334d, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
49d815d1ab86c8f0c97c420f031cae6e, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
94e4b212655a9b57bc116568349d807e, HS 635 , HS 508 , HS 514 ,,,,,,
bb7f2bd41b1d15e59a80c7e0593cf6a5, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
a9d2f04aa51666431d35e2501ab1ed1e, ES 615 , HS 151 , MA 602 , HS 642 , HS 421 ,,,,
2deaf9d88d7205a631f785ce28741c52, CE 622 , ES 622 , MA 602 , CE 626 ,,,,,
9e97c462d0c8ac543e4d0c9b5cbbc143, CL 602 , CL 604 , MA 602 , MSE 630 , CL 699 ,,,,
4d6fa0a98a1337c3dcd5ca6b3c36d62c, CG 799 ,,,,,,,,
5246fb9a02b081a916f3d091bf20f5b8, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
1e463d8c91aaeb5f17dafae0fe6b5375, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
fdb84cef2a35952bd2ccdce1abbbf520, CE 699 ,,,,,,,,
312cffbea1a16f342b105714f83c03ac, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,
77cb0a43473138b42b4ccceb5db0a0e7, CH 301 , MS 304 , MS 406 , CH 517 , MS 204 , BE 402 ,,,
ae96579ef340ad6dc2e11f5477918188, MA 502 , MA 602 , MA 599 , MA 629 ,,,,,
45efb6a75e8eeaf45cdf1b9a227acf54, IN 791, MSE 799 , IN 792, CH 632 , FP 602 ,,,,
7f49c2733ee2dd38dfa15d09605ffbf4, CH 517 , HS 644 , HS 599(A) , HS 513 , FP 602 , MS 304 ,,,
b070bdffe522be2c8264426d5f24d651, EE 699 ,,,,,,,,
d122dbd3865c0808a7224fa96a0ec4b4, CH 301 , HS 112 , HS 201 , MSE 626 , HS 508 , MS 204 , BE 402 ,,
159c69058de16549ec663a8e13292f97, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , CE 403 , CE 309 , HS 642 , HS 104(R) 
f5b0117d568c39eff2d2a17b173d729a, ES 404 , PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 ,,,
e600b7446f631bb1d73ab57115d6757d, HS 112 , MA 510 , MA 602 , Ma 624 , FP 602 ,,,,
1e9a84189343c67a00e4ab50c0d4c9aa, MA 799 ,,,,,,,,
25a6117598a992c84d35ceeb44950154, CH 301 , HS 507 , Anti, and Posthumanism, MSE 352 , MSE 307 , MSE 302(N) , BE 402 ,
78cef74dd2596ee771fcc2e9ac264a6a, CH 301 , EE 331 , EE 341 , HS 103 , CH 499 , BE 402 ,,,
b7bd5c67a50bfb663d3296e52936fc8e, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
647a7603594627dfff54c1d87cb3cb0f, CG 599B , CG 601 , CG 599C , CG 599A , CG 599D , FP 602 ,,,
b025d5b5de3805f1a1867d86ce2f506a, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
66a44d9099c776da885e8edc986f7835, HS 631 , HS 644 , HS 599(A) , HS 513 , FP 602 ,,,,
e682ebace243af71074e8b427b002d27, BE 608 , BE 699 ,,,,,,,
aa49a0192585704ec40ef7eeebac93fb, HS 507 , Anti, and Posthumanism, CG 604 , Embodiment, And Consciousness, HS 517 , FP 602 ,
6b3a5ccbfd417b285566aa9f2202126f, EE 333 , EE 341 , ES 332 , HS 103 , HS 631 , EE 691 ,,,
6caa217b00084b6013cc3a352204632e, EE 699 , ES 634 ,,,,,,,
5fdb36074d50c4ca4c5b12b0e3f8de00, MSE 626 , MSE 628  , MSE 699 , CH 517 , CH 632 ,,,,
fea94164f083410a604af6d6ac9e099e, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , HS 104(R) ,,,
8c8ff1621cb4f4c4c01d60194edab227, CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,
d22886f2ceabce3ee999875467d0ec35, EE 799 ,,,,,,,,
3d3dbcf8942078fb23eac8aae65723d8, CL 321 , CL 352 , CL 422 , CL 424  , HS 112 , HS 642 , CH 517 , MS 204 ,
cea98cd637c70551b2039b0c7eda4d40, MA 602 , EE 699 , ES 637 , HS 421 , ES 654 ,,,,
bfe166f5f0a7cf403c35c71ba8ec2ea0, HS 103 , CH 517 , MSE 352 , MSE 399 , MSE 307 , MSE 302(N) ,,,
ed00ad1b9a57de1cd7e98b907457e953, ES 615 , MS 204 , CS 699 ,,,,,,
7e053b43d571141ec874aa7c8a03d529, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
97bd98f8cb4527d65f0a8697753891af, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
76671495bdbcbab6bd5e1f8ebd108b53, CG 799 ,,,,,,,,
5e8f912cadd2026f01a4a57f5836842e, CL 321 , HS 305 , PH 101 , CH 517 , CH 499 , HS 421 ,,,
8e20d7782e3364f96a6941f6e1121734, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
5cf9a641596d75a31960cd4a2de3f992, HS 507 , Anti, and Posthumanism, HS 644 , HS 599(A) , CG 604 , Embodiment, And Consciousness, HS 513 
973565120712dcfc7782ddc36429f3f0, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
883e3f08e2031612f74bd4aea852e671, HS 599(B) , HS 599(D) ,,,,,,,
7ae0df469b7ebf6599a61a9b7f5364df, CG 501 , CG 506 , HS 644 , BE 608 , FP 602 , HS 421 ,,,
598049ee5cc0437dd61d34f66c133f6c, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
5d1a95852276c4ee36320b7358eb8477, ES 221 , CL 251 , ES 202 , ES 212 , HS 112 , HS 201 , MA 202 ,,
ee116813296ef24e10c33595e7313d90, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
1c1e6d2652c21669dffb2fa340dfc48f, HS 599(A) , HS 599(B) , HS 599(C) , HS 599(D) ,,,,,
762d4aa7dd453697ab73d94957acf853, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
416f4f3a2624337dd96be7c9151eb937, HS 631 , IN 792 , ES 641 , FP 602 ,,,,,
99769edcce5f26179a67a08338b6f8a8, MA 602 , ME 626 , ME 699 , ME 640 ,,,,,
1d0a0394986fbc8524f54693ad7622c1, BE 799 ,,,,,,,,
cad963a392c8769e687f213f942ab76b, CG 501 , CG 506 , MS 204 , CG 603 , CG 605 , FP 602 ,,,
3a68b2aa16667de57bf3242affb1ee6a, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
90a9f0fcecad89323d42bdd35061e1f9, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
fc7b59ce2e47a35822b93d112f054bb8, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
09b9eef6570a0aeade8da947f9afe6c7, CL 799 ,,,,,,,,
1e0c5c3d7f276b59896811bba2bcd171, BE 699 ,,,,,,,,
a15ccdb92c575e06915327509f6d2774, HS 642 , BE 691 , BE 608 , BE 605 , BE 611 , BE 699 ,,,
decc6cf9d472289cf5136d24ae1283d4, ES 615 , ES 215 , ES 214 ,,,,,,
ba12c4a4821ef3543d91ac96d7e0c550, EE 333 , EE 341 , ES 301 , ES 332 , IN 302 ,,,,
a9891b9979e69dd6c8df173ca532c468, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
